file,duration
13506.wav,1.616
13507.wav,3.883
13508.wav,1.999
13509.wav,5.321
1351.wav,3.681
13510.wav,5.915
13511.wav,1.165
13512.wav,2.739
13513.wav,4.645
13514.wav,2.277
13515.wav,0.924
13516.wav,16.25
13517.wav,2.471
13518.wav,2.238
13519.wav,2.927
1352.wav,3.583
13520.wav,4.63
13521.wav,1.664
13522.wav,1.955
13523.wav,1.71
13524.wav,1.077
13525.wav,10.049
13526.wav,2.327
13527.wav,10.68
13528.wav,0.872
13529.wav,1.607
1353.wav,2.232
13530.wav,2.505
13531.wav,3.495
13532.wav,11.45
13533.wav,3.873
13534.wav,6.088
13535.wav,2.346
13536.wav,3.518
13537.wav,5.169
13538.wav,1.303
13539.wav,5.302
1354.wav,10.285
13540.wav,2.645
13541.wav,0.723
13542.wav,1.978
13543.wav,3.424
13544.wav,1.833
13545.wav,2.262
13546.wav,3.044
13547.wav,3.933
13548.wav,4.158
13549.wav,4.497
1355.wav,1.454
13550.wav,2.69
13551.wav,2.562
13552.wav,3.829
13553.wav,2.863
13554.wav,2.399
13555.wav,13.572
13556.wav,1.667
13557.wav,0.841
13558.wav,4.694
13559.wav,3.661
1356.wav,2.726
13560.wav,5.083
13561.wav,3.178
13562.wav,7.003
13563.wav,5.419
13564.wav,2.298
13565.wav,2.508
13566.wav,8.77
13567.wav,1.883
13568.wav,5.331
13569.wav,0.821
1357.wav,4.808
13570.wav,1.327
13571.wav,5.069
13572.wav,6.074
13573.wav,2.13
13574.wav,0.815
13575.wav,1.994
13576.wav,1.035
13577.wav,4.02
13578.wav,8.615
13579.wav,9.834
1358.wav,0.744
13580.wav,1.318
13581.wav,1.695
13582.wav,1.661
13583.wav,5.816
13584.wav,10.311
13585.wav,4.251
13586.wav,5.85
13587.wav,7.277
13588.wav,1.161
13589.wav,1.755
1359.wav,4.011
13590.wav,3.484
13591.wav,2.009
13592.wav,0.828
13593.wav,6.173
13594.wav,1.595
13595.wav,1.412
13596.wav,5.01
13597.wav,1.604
13598.wav,1.538
13599.wav,3.168
136.wav,7.228
1360.wav,3.038
13600.wav,2.432
13601.wav,3.817
13602.wav,6.699
13603.wav,4.309
13604.wav,1.618
13605.wav,3.268
13606.wav,3.924
13607.wav,4.807
13608.wav,3.153
13609.wav,1.995
1361.wav,3.461
13610.wav,2.469
13611.wav,3.801
13612.wav,0.87
13613.wav,2.683
13614.wav,9.704
13615.wav,1.976
13616.wav,4.245
13617.wav,1.457
13618.wav,1.694
13619.wav,1.869
1362.wav,1.69
13620.wav,2.487
13621.wav,2.155
13622.wav,3.274
13623.wav,1.55
13624.wav,2.147
13625.wav,8.875
13626.wav,9.174
13627.wav,2.509
13628.wav,1.341
13629.wav,8.162
1363.wav,2.732
13630.wav,4.099
13631.wav,6.527
13632.wav,13.003
13633.wav,21.494
13634.wav,1.742
13635.wav,2.079
13636.wav,7.115
13637.wav,3.725
13638.wav,5.918
13639.wav,2.116
1364.wav,2.187
13640.wav,2.65
13641.wav,3.693
13642.wav,2.668
13643.wav,1.815
13644.wav,2.682
13645.wav,6.101
13646.wav,5.458
13647.wav,2.422
13648.wav,2.108
13649.wav,1.592
1365.wav,6.886
13650.wav,9.617
13651.wav,3.086
13652.wav,5.264
13653.wav,4.403
13654.wav,0.883
13655.wav,1.305
13656.wav,1.411
13657.wav,3.683
13658.wav,4.392
13659.wav,3.385
1366.wav,1.814
13660.wav,4.041
13661.wav,4.018
13662.wav,6.54
13663.wav,6.062
13664.wav,3.319
13665.wav,3.545
13666.wav,1.593
13667.wav,2.287
13668.wav,2.654
13669.wav,11.311
1367.wav,9.004
13670.wav,5.063
13671.wav,1.646
13672.wav,2.819
13673.wav,3.614
13674.wav,18.612
13675.wav,6.771
13676.wav,9.09
13677.wav,5.079
13678.wav,4.882
13679.wav,5.482
1368.wav,2.932
13680.wav,5.746
13681.wav,8.377
13682.wav,1.652
13683.wav,3.316
13684.wav,4.008
13685.wav,4.802
13686.wav,3.95
13687.wav,2.253
13688.wav,3.135
13689.wav,3.791
1369.wav,2.614
13690.wav,2.044
13691.wav,6.195
13692.wav,6.101
13693.wav,1.558
13694.wav,2.323
13695.wav,1.162
13696.wav,1.566
13697.wav,4.757
13698.wav,2.163
13699.wav,3.456
137.wav,2.7
1370.wav,1.628
13700.wav,3.352
13701.wav,13.162
13702.wav,2.044
13703.wav,3.376
13704.wav,1.888
13705.wav,1.767
13706.wav,4.374
13707.wav,6.823
13708.wav,3.604
13709.wav,2.578
1371.wav,3.017
13710.wav,1.811
13711.wav,4.183
13712.wav,5.627
13713.wav,4.167
13714.wav,2.018
13715.wav,1.409
13716.wav,6.755
13717.wav,1.722
13718.wav,3.62
13719.wav,4.41
1372.wav,3.642
13720.wav,10.8
13721.wav,2.483
13722.wav,2.562
13723.wav,0.757
13724.wav,1.772
13725.wav,5.161
13726.wav,2.381
13727.wav,2.002
13728.wav,2.568
13729.wav,4.508
1373.wav,11.242
13730.wav,8.73
13731.wav,2.606
13732.wav,3.16
13733.wav,7.81
13734.wav,2.656
13735.wav,6.24
13736.wav,3.665
13737.wav,4.948
13738.wav,7.151
13739.wav,4.125
1374.wav,1.54
13740.wav,8.033
13741.wav,1.559
13742.wav,1.679
13743.wav,1.862
13744.wav,3.868
13745.wav,3.576
13746.wav,18.557
13747.wav,6.75
13748.wav,2.448
13749.wav,4.046
1375.wav,1.617
13750.wav,1.767
13751.wav,6.345
13752.wav,4.94
13753.wav,8.07
13754.wav,3.757
13755.wav,2.533
13756.wav,3.58
13757.wav,1.566
13758.wav,2.18
13759.wav,4.088
1376.wav,2.289
13760.wav,2.253
13761.wav,1.351
13762.wav,6.773
13763.wav,2.77
13764.wav,1.493
13765.wav,5.376
13766.wav,1.349
13767.wav,1.44
13768.wav,1.567
13769.wav,2.376
1377.wav,2.347
13770.wav,4.807
13771.wav,20.495
13772.wav,1.064
13773.wav,3.179
13774.wav,4.532
13775.wav,3.654
13776.wav,1.923
13777.wav,3.818
13778.wav,13.623
13779.wav,6.864
1378.wav,4.089
13780.wav,3.315
13781.wav,1.528
13782.wav,9.858
13783.wav,5.176
13784.wav,3.301
13785.wav,5.166
13786.wav,7.843
13787.wav,0.884
13788.wav,3.237
13789.wav,1.527
1379.wav,1.961
13790.wav,4.139
13791.wav,2.624
13792.wav,6.425
13793.wav,5.094
13794.wav,3.943
13795.wav,2.897
13796.wav,5.833
13797.wav,5.923
13798.wav,4.898
13799.wav,2.355
138.wav,23.304
1380.wav,0.969
13800.wav,2.062
13801.wav,1.429
13802.wav,8.424
13803.wav,2.386
13804.wav,6.031
13805.wav,4.552
13806.wav,2.536
13807.wav,1.292
13808.wav,1.609
13809.wav,2.181
1381.wav,1.828
13810.wav,4.245
13811.wav,2.102
13812.wav,1.489
13813.wav,3.666
13814.wav,1.635
13815.wav,10.491
13816.wav,9.82
13817.wav,7.624
13818.wav,2.204
13819.wav,5.282
1382.wav,1.907
13820.wav,2.391
13821.wav,2.818
13822.wav,1.814
13823.wav,3.644
13824.wav,2.009
13825.wav,3.207
13826.wav,0.765
13827.wav,1.455
13828.wav,4.612
13829.wav,6.29
1383.wav,2.267
13830.wav,4.738
13831.wav,9.172
13832.wav,4.081
13833.wav,3.135
13834.wav,3.03
13835.wav,1.917
13836.wav,2.904
13837.wav,6.312
13838.wav,2.394
13839.wav,1.916
1384.wav,3.388
13840.wav,13.118
13841.wav,7.154
13842.wav,10.617
13843.wav,3.854
13844.wav,3.581
13845.wav,9.734
13846.wav,4.599
13847.wav,1.293
13848.wav,7.242
13849.wav,6.344
1385.wav,1.031
13850.wav,0.867
13851.wav,4.364
13852.wav,10.145
13853.wav,6.799
13854.wav,4.047
13855.wav,8.428
13856.wav,6.045
13857.wav,4.07
13858.wav,1.966
13859.wav,4.944
1386.wav,6.697
13860.wav,9.649
13861.wav,5.93
13862.wav,1.057
13863.wav,3.556
13864.wav,7.956
13865.wav,2.476
13866.wav,5.319
13867.wav,11.198
13868.wav,6.88
13869.wav,11.167
1387.wav,1.51
13870.wav,3.459
13871.wav,3.1
13872.wav,2.619
13873.wav,5.242
13874.wav,1.273
13875.wav,6.605
13876.wav,1.736
13877.wav,2.377
13878.wav,2.053
13879.wav,2.366
1388.wav,1.439
13880.wav,3.096
13881.wav,3.309
13882.wav,4.94
13883.wav,3.956
13884.wav,4.294
13885.wav,7.985
13886.wav,5.775
13887.wav,6.648
13888.wav,5.347
13889.wav,1.097
1389.wav,5.859
13890.wav,2.829
13891.wav,2.831
13892.wav,2.122
13893.wav,3.988
13894.wav,6.146
13895.wav,6.412
13896.wav,3.194
13897.wav,4.578
13898.wav,4.199
13899.wav,2.057
139.wav,8.281
1390.wav,1.293
13900.wav,1.807
13901.wav,5.976
13902.wav,6.359
13903.wav,1.167
13904.wav,6.813
13905.wav,1.146
13906.wav,4.685
13907.wav,2.863
13908.wav,2.882
13909.wav,10.946
1391.wav,4.195
13910.wav,3.495
13911.wav,2.213
13912.wav,3.886
13913.wav,4.181
13914.wav,4.775
13915.wav,4.214
13916.wav,6.37
13917.wav,4.469
13918.wav,5.774
13919.wav,7.971
1392.wav,1.029
13920.wav,4.076
13921.wav,1.769
13922.wav,1.536
13923.wav,4.201
13924.wav,4.906
13925.wav,3.714
13926.wav,4.641
13927.wav,12.48
13928.wav,2.537
13929.wav,1.563
1393.wav,1.337
13930.wav,3.6
13931.wav,3.26
13932.wav,1.437
13933.wav,1.534
13934.wav,1.818
13935.wav,1.728
13936.wav,2.319
13937.wav,6.247
13938.wav,3.643
13939.wav,1.829
1394.wav,5.612
13940.wav,5.283
13941.wav,1.969
13942.wav,1.535
13943.wav,4.046
13944.wav,3.005
13945.wav,2.701
13946.wav,6.518
13947.wav,4.647
13948.wav,20.582
13949.wav,1.822
1395.wav,7.904
13950.wav,2.261
13951.wav,2.021
13952.wav,4.781
13953.wav,1.193
13954.wav,1.035
13955.wav,1.867
13956.wav,8.157
13957.wav,15.294
13958.wav,3.402
13959.wav,2.537
1396.wav,2.536
13960.wav,4.769
13961.wav,2.395
13962.wav,2.336
13963.wav,1.825
13964.wav,1.342
13965.wav,2.169
13966.wav,5.194
13967.wav,0.965
13968.wav,4.21
13969.wav,1.103
1397.wav,3.544
13970.wav,1.145
13971.wav,5.582
13972.wav,8.489
13973.wav,3.553
13974.wav,2.48
13975.wav,6.402
13976.wav,4.171
13977.wav,4.694
13978.wav,1.837
13979.wav,2.87
1398.wav,3.284
13980.wav,2.226
13981.wav,3.14
13982.wav,1.815
13983.wav,1.604
13984.wav,2.036
13985.wav,2.928
13986.wav,23.525
13987.wav,2.574
13988.wav,3.641
13989.wav,2.699
1399.wav,2.212
13990.wav,2.3
13991.wav,1.639
13992.wav,1.548
13993.wav,2.404
13994.wav,1.524
13995.wav,1.159
13996.wav,4.672
13997.wav,2.273
13998.wav,6.615
13999.wav,6.639
14.wav,1.598
140.wav,4.236
1400.wav,2.168
14000.wav,1.568
14001.wav,8.04
14002.wav,4.344
14003.wav,1.167
14004.wav,9.18
14005.wav,10.78
14006.wav,5.8
14007.wav,5.217
14008.wav,7.342
14009.wav,2.747
1401.wav,2.131
14010.wav,2.878
14011.wav,4.42
14012.wav,4.551
14013.wav,2.662
14014.wav,2.318
14015.wav,2.209
14016.wav,2.358
14017.wav,8.276
14018.wav,2.548
14019.wav,2.709
1402.wav,1.417
14020.wav,12.813
14021.wav,5.622
14022.wav,1.53
14023.wav,6.862
14024.wav,1.004
14025.wav,3.991
14026.wav,4.287
14027.wav,1.719
14028.wav,3.241
14029.wav,3.329
1403.wav,2.373
14030.wav,5.197
14031.wav,3.801
14032.wav,5.277
14033.wav,18.195
14034.wav,12.102
14035.wav,4.477
14036.wav,1.223
14037.wav,3.65
14038.wav,1.931
14039.wav,4.4
1404.wav,7.314
14040.wav,2.006
14041.wav,1.574
14042.wav,2.612
14043.wav,4.76
14044.wav,3.144
14045.wav,4.279
14046.wav,1.95
14047.wav,3.876
14048.wav,3.024
14049.wav,3.39
1405.wav,2.699
14050.wav,2.583
14051.wav,5.749
14052.wav,4.51
14053.wav,1.988
14054.wav,1.558
14055.wav,3.021
14056.wav,3.792
14057.wav,1.446
14058.wav,1.966
14059.wav,2.48
1406.wav,2.67
14060.wav,3.407
14061.wav,6.717
14062.wav,6.89
14063.wav,4.458
14064.wav,3.913
14065.wav,2.522
14066.wav,17.908
14067.wav,6.184
14068.wav,2.984
14069.wav,0.928
1407.wav,1.274
14070.wav,5.228
14071.wav,1.689
14072.wav,7.506
14073.wav,6.028
14074.wav,4.418
14075.wav,7.158
14076.wav,8.481
14077.wav,1.404
14078.wav,1.837
14079.wav,1.588
1408.wav,4.481
14080.wav,2.935
14081.wav,1.489
14082.wav,4.722
14083.wav,2.432
14084.wav,2.748
14085.wav,2.059
14086.wav,4.628
14087.wav,1.914
14088.wav,1.427
14089.wav,2.726
1409.wav,3.418
14090.wav,3.69
14091.wav,13.156
14092.wav,1.403
14093.wav,4.382
14094.wav,2.436
14095.wav,5.126
14096.wav,1.422
14097.wav,1.878
14098.wav,2.416
14099.wav,1.21
141.wav,3.649
1410.wav,2.365
14100.wav,5.978
14101.wav,4.47
14102.wav,4.146
14103.wav,6.028
14104.wav,2.026
14105.wav,4.307
14106.wav,3.075
14107.wav,2.184
14108.wav,1.29
14109.wav,2.823
1411.wav,1.142
14110.wav,3.797
14111.wav,9.557
14112.wav,3.387
14113.wav,2.638
14114.wav,9.514
14115.wav,3.066
14116.wav,1.923
14117.wav,4.381
14118.wav,3.153
14119.wav,9.157
1412.wav,5.661
14120.wav,3.518
14121.wav,7.191
14122.wav,4.602
14123.wav,5.745
14124.wav,16.413
14125.wav,3.402
14126.wav,7.667
14127.wav,2.698
14128.wav,3.466
14129.wav,2.961
1413.wav,3.57
14130.wav,24.002
14131.wav,3.718
14132.wav,4.066
14133.wav,20.141
14134.wav,2.321
14135.wav,9.898
14136.wav,1.657
14137.wav,8.03
14138.wav,1.842
14139.wav,4.763
1414.wav,4.739
14140.wav,5.935
14141.wav,10.242
14142.wav,2.067
14143.wav,11.593
14144.wav,4.633
14145.wav,0.8
14146.wav,4.478
14147.wav,15.4
14148.wav,2.304
14149.wav,3.766
1415.wav,3.647
14150.wav,4.453
14151.wav,2.488
14152.wav,16.624
14153.wav,4.598
14154.wav,3.88
14155.wav,4.568
14156.wav,1.684
14157.wav,2.249
14158.wav,6.498
14159.wav,3.133
1416.wav,9.351
14160.wav,2.841
14161.wav,2.58
14162.wav,3.083
14163.wav,1.648
14164.wav,14.633
14165.wav,10.092
14166.wav,9.027
14167.wav,3.238
14168.wav,12.755
14169.wav,5.717
1417.wav,1.357
14170.wav,10.128
14171.wav,4.394
14172.wav,1.462
14173.wav,2.308
14174.wav,1.915
14175.wav,3.141
14176.wav,1.875
14177.wav,2.595
14178.wav,0.802
14179.wav,5.29
1418.wav,7.357
14180.wav,7.988
14181.wav,6.232
14182.wav,3.58
14183.wav,2.283
14184.wav,4.924
14185.wav,8.941
14186.wav,5.27
14187.wav,1.373
14188.wav,9.906
14189.wav,5.942
1419.wav,1.773
14190.wav,2.963
14191.wav,2.533
14192.wav,0.959
14193.wav,2.382
14194.wav,3.751
14195.wav,2.679
14196.wav,2.473
14197.wav,4.013
14198.wav,5.584
14199.wav,1.812
142.wav,5.429
1420.wav,3.232
14200.wav,5.247
14201.wav,1.655
14202.wav,5.535
14203.wav,4.824
14204.wav,5.164
14205.wav,5.844
14206.wav,2.063
14207.wav,9.16
14208.wav,2.912
14209.wav,2.829
1421.wav,8.212
14210.wav,2.352
14211.wav,10.007
14212.wav,2.225
14213.wav,5.363
14214.wav,2.613
14215.wav,5.507
14216.wav,9.136
14217.wav,11.2
14218.wav,2.175
14219.wav,1.654
1422.wav,6.131
14220.wav,2.109
14221.wav,1.073
14222.wav,6.208
14223.wav,2.534
14224.wav,8.25
14225.wav,2.213
14226.wav,1.678
14227.wav,8.316
14228.wav,5.634
14229.wav,8.933
1423.wav,3.226
14230.wav,3.013
14231.wav,2.474
14232.wav,2.246
14233.wav,4.574
14234.wav,2.244
14235.wav,2.698
14236.wav,6.651
14237.wav,1.836
14238.wav,2.206
14239.wav,2.885
1424.wav,3.903
14240.wav,4.394
14241.wav,2.725
14242.wav,7.122
14243.wav,0.667
14244.wav,6.291
14245.wav,2.79
14246.wav,2.282
14247.wav,1.933
14248.wav,2.722
14249.wav,1.465
1425.wav,6.263
14250.wav,7.355
14251.wav,3.243
14252.wav,1.924
14253.wav,2.508
14254.wav,1.941
14255.wav,2.884
14256.wav,5.93
14257.wav,5.49
14258.wav,4.549
14259.wav,2.517
1426.wav,5.348
14260.wav,1.56
14261.wav,1.474
14262.wav,2.403
14263.wav,4.286
14264.wav,3.413
14265.wav,3.31
14266.wav,2.707
14267.wav,2.43
14268.wav,3.208
14269.wav,3.641
1427.wav,1.715
14270.wav,1.343
14271.wav,7.346
14272.wav,5.034
14273.wav,4.607
14274.wav,5.325
14275.wav,2.243
14276.wav,4.118
14277.wav,3.71
14278.wav,3.234
14279.wav,1.314
1428.wav,2.721
14280.wav,2.162
14281.wav,5.547
14282.wav,6.724
14283.wav,2.271
14284.wav,1.219
14285.wav,2.468
14286.wav,3.78
14287.wav,2.181
14288.wav,2.223
14289.wav,4.505
1429.wav,1.779
14290.wav,5.109
14291.wav,1.585
14292.wav,6.874
14293.wav,10.284
14294.wav,2.894
14295.wav,12.209
14296.wav,6.547
14297.wav,2.614
14298.wav,2.806
14299.wav,1.921
143.wav,4.627
1430.wav,2.11
14300.wav,5.756
14301.wav,2.432
14302.wav,4.122
14303.wav,6.435
14304.wav,2.026
14305.wav,7.139
14306.wav,1.627
14307.wav,10.887
14308.wav,1.688
14309.wav,1.602
1431.wav,2.352
14310.wav,9.617
14311.wav,6.66
14312.wav,1.941
14313.wav,3.244
14314.wav,5.313
14315.wav,22.772
14316.wav,4.659
14317.wav,1.314
14318.wav,2.443
14319.wav,3.201
1432.wav,2.919
14320.wav,1.046
14321.wav,7.423
14322.wav,4.783
14323.wav,1.853
14324.wav,1.943
14325.wav,1.304
14326.wav,3.783
14327.wav,5.911
14328.wav,5.835
14329.wav,4.619
1433.wav,2.322
14330.wav,2.33
14331.wav,5.381
14332.wav,8.413
14333.wav,1.996
14334.wav,3.072
14335.wav,4.31
14336.wav,1.365
14337.wav,2.978
14338.wav,9.254
14339.wav,0.955
1434.wav,5.174
14340.wav,17.905
14341.wav,6.823
14342.wav,2.545
14343.wav,2.172
14344.wav,2.327
14345.wav,1.965
14346.wav,4.757
14347.wav,5.913
14348.wav,12.656
14349.wav,1.607
1435.wav,1.363
14350.wav,9.19
14351.wav,3.073
14352.wav,14.725
14353.wav,1.16
14354.wav,18.355
14355.wav,2.395
14356.wav,2.851
14357.wav,5.068
14358.wav,3.195
14359.wav,4.07
1436.wav,13.881
14360.wav,3.111
14361.wav,1.412
14362.wav,7.349
14363.wav,2.431
14364.wav,1.817
14365.wav,1.262
14366.wav,2.146
14367.wav,5.636
14368.wav,2.14
14369.wav,0.797
1437.wav,2.662
14370.wav,4.31
14371.wav,4.506
14372.wav,7.576
14373.wav,6.792
14374.wav,1.094
14375.wav,3.137
14376.wav,1.37
14377.wav,2.509
14378.wav,8.384
14379.wav,4.392
1438.wav,1.726
14380.wav,5.388
14381.wav,1.689
14382.wav,0.854
14383.wav,9.448
14384.wav,3.831
14385.wav,4.272
14386.wav,8.066
14387.wav,3.293
14388.wav,4.405
14389.wav,3.805
1439.wav,1.735
14390.wav,2.193
14391.wav,2.293
14392.wav,2.005
14393.wav,3.071
14394.wav,1.391
14395.wav,4.859
14396.wav,3.086
14397.wav,5.357
14398.wav,3.657
14399.wav,1.983
144.wav,1.847
1440.wav,2.0
14400.wav,16.235
14401.wav,6.068
14402.wav,3.385
14403.wav,10.502
14404.wav,11.331
14405.wav,1.847
14406.wav,3.513
14407.wav,3.324
14408.wav,3.002
14409.wav,4.745
1441.wav,3.075
14410.wav,1.818
14411.wav,1.194
14412.wav,4.855
14413.wav,2.576
14414.wav,2.037
14415.wav,2.246
14416.wav,5.791
14417.wav,3.351
14418.wav,0.938
14419.wav,3.478
1442.wav,3.257
14420.wav,5.601
14421.wav,4.367
14422.wav,2.689
14423.wav,2.768
14424.wav,15.401
14425.wav,4.677
14426.wav,2.723
14427.wav,4.478
14428.wav,7.872
14429.wav,2.995
1443.wav,3.816
14430.wav,2.015
14431.wav,2.564
14432.wav,1.901
14433.wav,9.284
14434.wav,5.571
14435.wav,3.157
14436.wav,5.742
14437.wav,6.795
14438.wav,3.914
14439.wav,9.217
1444.wav,10.089
14440.wav,2.357
14441.wav,3.23
14442.wav,2.634
14443.wav,7.107
14444.wav,7.651
14445.wav,2.212
14446.wav,3.48
14447.wav,1.146
14448.wav,2.569
14449.wav,4.943
1445.wav,5.287
14450.wav,2.351
14451.wav,0.961
14452.wav,2.618
14453.wav,2.168
14454.wav,8.668
14455.wav,4.411
14456.wav,8.022
14457.wav,2.181
14458.wav,4.223
14459.wav,5.164
1446.wav,3.36
14460.wav,1.909
14461.wav,6.635
14462.wav,1.664
14463.wav,1.405
14464.wav,9.569
14465.wav,1.776
14466.wav,6.017
14467.wav,10.643
14468.wav,3.195
14469.wav,1.64
1447.wav,4.26
14470.wav,6.245
14471.wav,1.932
14472.wav,6.901
14473.wav,4.075
14474.wav,6.879
14475.wav,2.136
14476.wav,8.62
14477.wav,5.1
14478.wav,5.451
14479.wav,11.998
1448.wav,1.815
14480.wav,4.2
14481.wav,2.58
14482.wav,2.406
14483.wav,0.775
14484.wav,3.834
14485.wav,4.792
14486.wav,3.011
14487.wav,1.556
14488.wav,1.954
14489.wav,1.054
1449.wav,4.324
14490.wav,1.539
14491.wav,1.947
14492.wav,1.965
14493.wav,1.869
14494.wav,3.544
14495.wav,1.263
14496.wav,1.445
14497.wav,14.962
14498.wav,10.086
14499.wav,5.328
145.wav,1.91
1450.wav,5.611
14500.wav,1.482
14501.wav,4.248
14502.wav,3.024
14503.wav,23.834
14504.wav,9.727
14505.wav,6.538
14506.wav,6.279
14507.wav,1.764
14508.wav,2.9
14509.wav,6.665
1451.wav,3.734
14510.wav,1.333
14511.wav,4.715
14512.wav,1.451
14513.wav,3.985
14514.wav,2.104
14515.wav,2.839
14516.wav,2.763
14517.wav,3.478
14518.wav,3.919
14519.wav,5.838
1452.wav,2.424
14520.wav,0.976
14521.wav,1.837
14522.wav,2.029
14523.wav,2.293
14524.wav,2.066
14525.wav,3.588
14526.wav,1.675
14527.wav,2.475
14528.wav,3.683
14529.wav,1.961
1453.wav,3.186
14530.wav,5.417
14531.wav,1.955
14532.wav,2.928
14533.wav,3.663
14534.wav,1.764
14535.wav,3.143
14536.wav,1.28
14537.wav,5.35
14538.wav,1.123
14539.wav,5.113
1454.wav,2.899
14540.wav,3.12
14541.wav,2.506
14542.wav,0.887
14543.wav,3.681
14544.wav,1.459
14545.wav,2.304
14546.wav,4.19
14547.wav,1.835
14548.wav,1.212
14549.wav,8.774
1455.wav,2.819
14550.wav,2.718
14551.wav,4.701
14552.wav,3.725
14553.wav,2.381
14554.wav,6.999
14555.wav,5.118
14556.wav,2.842
14557.wav,5.321
14558.wav,2.452
14559.wav,22.599
1456.wav,3.422
14560.wav,2.483
14561.wav,5.454
14562.wav,2.311
14563.wav,0.842
14564.wav,1.06
14565.wav,8.569
14566.wav,2.711
14567.wav,5.871
14568.wav,5.563
14569.wav,2.025
1457.wav,4.854
14570.wav,4.097
14571.wav,1.754
14572.wav,1.948
14573.wav,5.191
14574.wav,15.309
14575.wav,3.839
14576.wav,3.332
14577.wav,3.043
14578.wav,2.199
14579.wav,5.154
1458.wav,2.208
14580.wav,5.96
14581.wav,3.285
14582.wav,5.063
14583.wav,3.464
14584.wav,7.995
14585.wav,8.218
14586.wav,1.335
14587.wav,3.138
14588.wav,5.952
14589.wav,5.72
1459.wav,4.246
14590.wav,4.608
14591.wav,6.752
14592.wav,1.958
14593.wav,2.725
14594.wav,1.779
14595.wav,1.915
14596.wav,3.643
14597.wav,3.865
14598.wav,2.099
14599.wav,23.187
146.wav,1.059
1460.wav,2.023
14600.wav,3.995
14601.wav,1.035
14602.wav,4.881
14603.wav,1.732
14604.wav,3.785
14605.wav,4.125
14606.wav,1.639
14607.wav,4.539
14608.wav,2.453
14609.wav,1.216
1461.wav,1.897
14610.wav,2.67
14611.wav,11.315
14612.wav,1.675
14613.wav,7.643
14614.wav,2.412
14615.wav,2.527
14616.wav,2.006
14617.wav,5.731
14618.wav,0.793
14619.wav,6.493
1462.wav,10.411
14620.wav,1.668
14621.wav,1.442
14622.wav,4.52
14623.wav,14.499
14624.wav,1.298
14625.wav,5.834
14626.wav,4.241
14627.wav,24.645
14628.wav,1.004
14629.wav,5.753
1463.wav,1.119
14630.wav,4.167
14631.wav,1.984
14632.wav,6.273
14633.wav,4.552
14634.wav,6.149
14635.wav,6.677
14636.wav,1.577
14637.wav,9.649
14638.wav,2.76
14639.wav,3.985
1464.wav,4.719
14640.wav,2.705
14641.wav,4.152
14642.wav,2.509
14643.wav,4.025
14644.wav,3.228
14645.wav,1.657
14646.wav,1.563
14647.wav,1.482
14648.wav,1.994
14649.wav,7.288
1465.wav,3.734
14650.wav,3.358
14651.wav,2.83
14652.wav,3.735
14653.wav,1.847
14654.wav,7.1
14655.wav,1.831
14656.wav,1.988
14657.wav,16.44
14658.wav,2.267
14659.wav,4.005
1466.wav,1.865
14660.wav,2.712
14661.wav,1.781
14662.wav,13.994
14663.wav,8.308
14664.wav,6.453
14665.wav,4.019
14666.wav,4.338
14667.wav,5.895
14668.wav,1.88
14669.wav,7.94
1467.wav,4.615
14670.wav,4.219
14671.wav,10.137
14672.wav,14.67
14673.wav,5.958
14674.wav,3.181
14675.wav,4.99
14676.wav,1.713
14677.wav,4.826
14678.wav,8.145
14679.wav,10.272
1468.wav,8.32
14680.wav,2.114
14681.wav,1.506
14682.wav,2.305
14683.wav,5.266
14684.wav,8.91
14685.wav,5.323
14686.wav,14.043
14687.wav,2.957
14688.wav,6.421
14689.wav,4.776
1469.wav,3.593
14690.wav,3.341
14691.wav,4.478
14692.wav,18.957
14693.wav,2.369
14694.wav,0.794
14695.wav,9.893
14696.wav,4.371
14697.wav,1.582
14698.wav,3.499
14699.wav,4.781
147.wav,1.7
1470.wav,7.625
14700.wav,1.888
14701.wav,3.396
14702.wav,3.475
14703.wav,2.452
14704.wav,4.519
14705.wav,2.594
14706.wav,5.632
14707.wav,4.022
14708.wav,15.522
14709.wav,11.477
1471.wav,8.995
14710.wav,1.637
14711.wav,7.266
14712.wav,3.625
14713.wav,2.34
14714.wav,1.548
14715.wav,5.371
14716.wav,4.406
14717.wav,14.627
14718.wav,1.795
14719.wav,1.65
1472.wav,3.705
14720.wav,2.783
14721.wav,3.509
14722.wav,4.832
14723.wav,0.953
14724.wav,2.441
14725.wav,5.84
14726.wav,2.51
14727.wav,5.208
14728.wav,4.264
14729.wav,2.336
1473.wav,3.906
14730.wav,2.9
14731.wav,3.953
14732.wav,2.109
14733.wav,1.576
14734.wav,2.623
14735.wav,8.587
14736.wav,3.972
14737.wav,3.686
14738.wav,2.24
14739.wav,6.972
1474.wav,1.301
14740.wav,1.832
14741.wav,3.162
14742.wav,3.561
14743.wav,1.893
14744.wav,9.145
14745.wav,2.161
14746.wav,2.895
14747.wav,7.154
14748.wav,2.133
14749.wav,2.172
1475.wav,0.811
14750.wav,3.877
14751.wav,1.453
14752.wav,4.983
14753.wav,1.227
14754.wav,3.535
14755.wav,1.531
14756.wav,22.816
14757.wav,3.282
14758.wav,0.703
14759.wav,3.533
1476.wav,21.969
14760.wav,1.166
14761.wav,5.858
14762.wav,5.247
14763.wav,3.526
14764.wav,2.122
14765.wav,4.796
14766.wav,1.132
